[SECTION] STD DATATYPES
MPI_C_BOOL 0x2aaaab57c800
66407712 16
66408376 88
66408464 72
66409832 73728
66483560 73728
66557288 768
66558056 73728
66605984 6176
66612160 6104
66618264 200
66618464 6200
66624096 73728
66624664 296
66624960 304
66631784 768
66632552 768
66633320 8
66633328 73728
66697824 73728
66707056 73728
66723360 38928
66760352 3656
66762288 37872
66764008 3664
66767672 488
66768160 3784
66771552 768
66771944 576
66772320 73728
66772520 632
66773152 48
66774160 16
66774176 16
66774192 16
66774208 16
66774224 16
66774240 16
66774256 16
66774272 16
66774288 16
66774304 16
66774320 16
66774336 16
66774352 16
66774368 16
66774384 16
66774400 16
66774416 16
66774432 16
66774448 16
66774464 16
66774480 16
66774496 8
66774504 16
66774520 16
66774536 16
66774552 16
66774568 16
66774584 8
66774592 8
66774600 16
66774624 8
66774632 16
66774648 16
66774664 16
66774680 16
66774696 8
66774704 8
66774712 24
66774736 8
66774744 16
66774760 16
66774776 16
66774792 8
66774800 8
66774808 8
66774816 8
66774824 8
66774832 16
66774848 16
66774864 16
66774880 24
66774904 8
66774912 24
66774936 8
66774944 24
66774968 16
66774984 8
66774992 8
66775000 8
66775008 16
66775792 1048
66776840 1048
66777888 416
66778304 1064
66779368 360
66779728 416
66780144 104
66780256 992
66780784 768
66781248 1008
66781552 73728
66782256 408
66782664 1136
66783800 360
66784160 424
66784584 136
66784736 144
66784880 72
66784952 168
66785120 112
66785232 32
66785264 104
66785368 40
66785408 176
66785584 144
66785728 32
66785760 144
66785904 104
66786008 16
66786024 48
66786072 24
66786096 56
66786152 16
66786168 48
66786216 24
66787472 2880
66790352 2848
66793200 24
66793224 2736
66795960 56
66796016 56
66800160 1160
66800560 16
66800576 8
66800584 16
66800600 16
66800616 16
66800632 8
66800640 8
66800648 8
66800656 8
66800664 8
66800688 8
66800696 8
66800704 16
66800720 16
66800736 8
66801320 38816
66801888 72
66801960 72
66802032 24
66802056 64
66802120 8
66802128 16
66802144 8
66802160 72
66802232 88
66802320 16
66802336 96
66802432 16
66802448 8
66803472 352
66803824 336
66804160 32
66804192 312
66804504 32
66804536 40
66821440 6224
66827616 6104
66827664 6072
66833720 200
66833736 192
66833920 6200
66833928 6168
66840096 336
66840120 296
66840136 2088
66840416 304
66840432 264
66840720 1336
66840736 1336
66842056 1488
66842072 1488
66842224 1640
66843544 616
66843560 616
66844160 1496
66844176 1496
66845656 584
66845672 584
66846048 768
66846240 624
66846256 624
66846816 768
66846864 64
66846880 64
66847024 16
66847584 8
66850832 8
66850840 8
66850848 8
66850856 8
66850864 8
66850872 8
66853792 1312
66855248 1408
66855280 768
66855816 16
66856048 768
66856304 16
66856320 16
66856336 16
66856352 16
66856368 16
66856384 16
66856400 16
66856800 16
66856816 8
66897824 11944
66909768 11984
66921752 232
66921984 12016
66934000 248
66934248 240
66934488 8
66955552 6224
66955560 6224
66956192 640
66956832 640
66956864 1408
66957056 6176
66957472 640
66958112 640
66958272 624
66958752 640
66958896 1392
66959392 640
66959864 6352
66960032 640
66960288 640
66960672 640
66960928 648
66961312 640
66961576 64
66961776 6072
66961784 6072
66961952 640
66962592 640
66963232 640
66963240 7464
66963872 640
66964512 640
66965152 640
66965792 640
66966216 1272
66966432 640
66967072 640
66967488 6816
66967712 640
66967848 192
66967856 192
66968040 6168
66968048 6168
66968352 640
66968992 312
66969304 640
66969336 200
66969536 6200
66969944 640
66970584 640
66970704 2992
66971224 640
66971440 12040
66971864 640
66972504 312
66972816 312
66973128 640
66973696 7936
66973776 336
66974112 568
66974208 336
66974216 336
66974304 1240
66974544 264
66974552 264
66974680 656
66974840 6176
66975336 584
66975544 576
66975736 296
66975920 624
66976032 304
66976352 3744
66976544 328
66976872 352
66977224 1088
66978312 360
66978672 624
66979296 704
66980000 552
66980096 3664
66980552 272
66980824 344
66981016 6104
66981168 304
66981472 320
66981632 2712
66981792 336
66982128 664
66982792 608
66983400 656
66983480 12080
66983760 552
66984056 1016
66984312 3792
66984344 3104
66985072 200
66985272 888
66986160 328
66986488 1048
66987120 200
66987320 6200
66987448 776
66987536 776
66988104 560
66988312 312
66988624 240
66988664 624
66988864 320
66989184 720
66989288 64
66990192 8
66990200 16
66990216 8
66990224 8
66990232 8
66990240 8
66990248 8
66990256 8
66990264 8
66990288 56
66990304 352
66992336 56
66992344 8
66992352 8
66992360 8
66992368 8
66992376 8
66992384 8
66992400 56
66992456 56
66992512 56
66992568 56
66992624 56
66992680 56
66992736 56
66992792 56
66992848 56
66993216 8
66993520 296
66993816 304
66994640 3744
66994656 16
66994672 16
66994688 16
66994704 16
66994720 16
66994736 16
66994752 16
66994880 1440
66994992 56
66995000 8
66995008 8
66995016 8
66995024 8
66995032 8
66995056 56
66995112 56
66995168 56
66995224 56
66995280 56
66995336 56
66995392 56
66995448 56
66995560 256
66995816 12064
66997776 8
66998672 56
66998680 8
66998688 8
66998696 8
66998704 8
66998712 8
66998720 8
67000264 16
67000608 8
67000816 16
67000832 16
67000848 16
67000864 16
67000880 16
67000896 16
67000912 16
67001168 56
67001176 8
67001184 8
67001192 8
67001200 8
67001208 8
67001232 56
67001288 56
67001344 56
67001400 56
67001456 56
67001512 56
67001568 56
67002000 7680
67002528 16
67002544 16
67002560 16
67002576 16
67002592 16
67002608 16
67002624 16
67002640 16
67002656 16
67002672 16
67002688 16
67002704 16
67002720 16
67002736 16
67002752 16
67002768 16
67002784 16
67002800 16
67002816 16
67002832 16
67002848 16
67002864 16
67002880 16
67002992 1008
67003904 0
67003912 0
67003936 56
67003992 56
67004000 408
67004048 56
67004104 56
67004160 56
67004168 72
67004216 56
67004240 88
67004272 56
67004328 16
67004336 72
67004344 96
67004408 1136
67004440 16
67004456 8
67004488 72
67004560 72
67004632 24
67004656 64
67004720 8
67004728 16
67004744 8
67005544 360
67005904 424
67006064 72
67006136 88
67006224 16
67006240 96
67006328 136
67006336 16
67006352 8
67007880 240
67008120 240
67009680 7664
67010352 992
67010360 1048
67011344 1008
67011400 1048
67011408 1048
67012352 408
67012448 416
67012456 416
67012760 1136
67012864 1064
67012872 1064
67013896 360
67013928 360
67013936 360
67014256 424
67014288 416
67014296 416
67014680 136
67014704 104
67014712 104
67014960 56
67014968 16
67015016 56
67015072 56
67015128 56
67015184 56
67015240 56
67015296 56
67015352 56
67015408 56
67015464 56
67015520 56
67015536 16
67015552 16
67015568 16
67015576 56
67015584 16
67015600 16
67015616 16
67015632 56
67015688 56
67015744 56
67015800 56
67015856 56
67015904 56
67015912 56
67015968 56
67016024 56
67016080 56
67017344 1016
67018360 7944
67018800 16
67018832 992
67019824 1008
67020832 408
67021240 1136
67022376 360
67022736 424
67023160 136
67026304 1200
67027504 1176
67028384 16
67028400 16
67028416 16
67028432 16
67028448 16
67028464 16
67028480 16
67028496 16
67028512 16
67028680 88
67028784 1224
67030008 1224
67031232 1432
67032528 3664
67032664 1160
67033824 1528
67035352 1400
67036192 552
67036744 3792
67036752 472
67040536 560
67041096 624
67041720 64
67042344 16
67043024 2880
67045904 2848
67048752 24
67048776 2736
67051512 56
67051568 56
67053600 6224
67053768 144
67053912 72
67053984 168
67054152 112
67054264 32
67054296 104
67054400 40
67054440 176
67054616 144
67054760 32
67054792 144
67054936 104
67055040 16
67055056 48
67055104 24
67055128 56
67055184 16
67055200 48
67055248 24
67056688 1336
67058024 1336
67059360 56
67059416 1320
67060736 88
67060824 72
67060912 56
67060920 8
67060928 8
67060936 8
67060944 8
67060952 8
67060976 56
67061032 56
67061088 56
67061144 56
67061200 56
67061256 56
67061312 56
67061328 8
67062752 2872
67062880 16
67064008 16
67068384 8
67068544 8
67068552 8
67068560 8
67068568 8
67068576 8
67068584 8
67068592 8
67071072 16
67071616 56
67071672 56
67071728 56
67071784 56
67071840 56
67071896 56
67071936 8
67071952 56
67073696 16
67073856 150080
67078992 126712
67104984 73728
67123336 40992
67144512 63992
67164328 352
67164680 44752
67178712 73728
67205704 124608
67208504 3120
67209432 952
67210384 936
67211328 44344
67211624 64424
67223936 149048
67237712 456
67238168 256
67238368 256
67238424 528
67238624 696
67238952 840
67239216 88
67239304 136
67239320 664
67239440 8
67239448 112
67239560 96
67239656 32
67239688 64
67239752 136
67239792 192
67239888 48
67239936 176
67239984 504
67240112 128
67240240 48
67240288 8
67240296 8
67240304 120
67240424 112
67240488 320
67240528 344
67240536 80
67240616 96
67240712 80
67240792 112
67240808 648
67240872 256
67240904 80
67240984 48
67241032 136
67241128 360
67241168 64
67241232 32
67241264 88
67241352 120
67241456 968
67241472 160
67241488 240
67241632 32
67241664 112
67241728 232
67241776 120
67241896 120
67242016 40
67242056 152
67242208 120
67242328 88
67242416 64
67242424 144
67242480 88
67242568 16
67242592 144
67242672 16
67242688 16
67242696 16
67242704 16
67242712 8
67242720 16
67242728 8
67242736 72
67242744 8
67242752 16
67242760 8
67242768 16
67242784 16
67242800 16
67242808 168
67242816 16
67242976 112
67243088 32
67243104 56
67243120 104
67243224 40
67243264 176
67243440 144
67243552 56
67243584 32
67243608 56
67243616 144
67243648 776
67243664 56
67243680 8
67243688 8
67243696 8
67243704 8
67243712 8
67243720 56
67243728 8
67243736 8
67243744 8
67243760 104
67243776 56
67243832 56
67243864 16
67243880 48
67243888 56
67243928 24
67243944 56
67243952 56
67244000 56
67244008 16
67244024 48
67244056 56
67244072 24
67244096 88
67244184 136
67244320 8
67244328 112
67244424 128
67244440 96
67244536 32
67244552 384
67244568 64
67244632 136
67244768 48
67244816 176
67244936 80
67244992 128
67245016 240
67245120 48
67245168 8
67245176 8
67245184 120
67245256 128
67245304 112
67245384 200
67245416 80
67245496 96
67245584 192
67245592 80
67245672 112
67245784 80
67245864 48
67245912 136
67246048 64
67246112 32
67246144 88
67246232 120
67246352 160
67246512 32
67246544 112
67246656 120
67246776 120
67246896 40
67246936 152
67247088 120
67247208 88
67247296 64
67247360 88
67247448 16
67249856 16
67249872 16
67249888 8
67249896 16
67249912 8
67249920 8
67249928 16
67249944 16
67249960 16
67249976 16
67252440 768
67252736 16
67252752 16
67252768 16
67252784 16
67252800 16
67253104 56
67253168 56
67253208 73728
67253224 56
67253280 56
67253336 56
67253392 56
67255056 29480
67255672 40992
67276048 4512
67280560 5016
67284536 27152
67296664 352
67297016 44752
67302496 73728
67302504 73728
67311688 2640
67314328 39960
67326936 768
67327704 768
67328472 8
67328504 73728
67330312 1232
67331544 125632
67341768 952
67342720 936
67354288 3936
67358224 2656
67360896 29480
67372984 35896
67376224 73728
67376232 73728
67390376 27152
67402232 73728
67408880 150928
67417528 2640
67420168 39960
67449952 768
67449960 768
67450720 73728
67450728 73728
67457176 1088
67458264 1488
67459752 16
67460128 3936
67464064 2656
67466736 34632
67475960 768
67476728 73728
67501368 35240
67524448 768
67524456 768
67525216 768
67525224 768
67525984 8
67525992 8
67526016 73728
67536608 2952
67539560 30592
67550456 768
67551224 768
67551992 8
67559808 36632
67570152 2864
67573016 3912
67576944 34632
67596440 39344
67599744 73728
67611576 35240
67635784 5704
67646816 2952
67649768 30592
67668944 4312
67673256 6352
67673472 768
67674240 73728
67679608 1272
67680360 2864
67680880 6816
67683224 3912
67687696 1240
67688936 576
67689520 5888
67695408 6376
67701784 2120
67703904 5064
67708864 3128
67708968 776
67709744 1832
67711576 768
67711992 3424
67715416 1488
67716904 3352
67720256 1240
67721496 1480
67722976 464
67743744 3792
67744032 280
67744080 568
67744312 32
67744344 392
67744648 656
67744736 48
67744784 32
67745008 1432
67745304 584
67745888 624
67746440 1432
67746512 328
67746840 352
67747192 1088
67747872 72
67747944 1440
67747968 768
67748280 360
67748640 624
67748736 768
67749264 704
67749384 72
67749456 104
67749504 8
67749568 1336
67749968 552
67750520 272
67750792 344
67750904 1336
67751136 304
67751432 7464
67751440 320
67751760 336
67752096 664
67752240 56
67752296 1320
67752760 608
67753368 656
67753616 88
67753704 72
67754024 1016
67755040 200
67755240 888
67756128 328
67756456 1048
67757504 776
67758280 312
67758592 240
67758832 320
67758896 2992
67759152 720
67761888 7936
67769824 2712
67772536 3104
67775536 12040
67775640 776
67787576 12080
67790496 24880
67799456 126712
67799464 3744
67799656 256
67799912 12064
67800456 1008
67800504 1048
67801464 408
67801552 416
67801872 1136
67801968 1064
67803008 360
67803032 360
67803112 3664
67803208 3664
67803368 424
67803392 416
67803792 136
67803808 104
67803920 1048
67803944 992
67804936 1008
67804968 1048
67805616 160
67805776 80
67805856 168
67805944 408
67806016 416
67806024 160
67806184 48
67806232 80
67806312 56
67806352 1136
67806368 168
67806432 1064
67806536 152
67806688 32
67806720 120
67806776 488
67806840 112
67806872 552
67806952 16
67806968 32
67807000 8
67807008 88
67807096 24
67807120 16
67807136 8
67807264 3784
67807424 3792
67807488 360
67807496 360
67807848 424
67807856 416
67808272 104
67809600 584
67810312 992
67810320 592
67811048 576
67811216 560
67811304 1008
67811624 632
67811776 624
67811976 240
67812216 240
67812256 48
67812312 408
67812400 64
67812720 1136
67813856 360
67814216 424
67814640 136
67815376 26240
67838384 37872
67841616 336
67841952 26064
67849392 11944
67861336 11984
67868016 384
67868400 160
67868560 0
67873320 232
67873552 12016
67876256 1160
67877416 38816
67885424 11944
67885568 248
67885816 240
67886056 8
67898208 3744
67898216 3744
67901872 3664
67901952 3664
67901960 3664
67902672 528
67903200 336
67903536 568
67904104 904
67905008 88
67905096 384
67905480 88
67905536 488
67905568 520
67905616 552
67905624 552
67906024 3784
67906088 872
67906168 3792
67906176 3792
67906960 56
67907016 896
67907912 840
67908752 160
67908912 64
67908976 336
67909312 136
67909448 112
67909560 24
67909600 584
67909808 576
67909960 560
67909968 560
67910184 312
67910384 632
67910496 560
67910520 624
67910528 624
67910648 1048
67911016 48
67911056 952
67911072 1168
67911144 64
67911152 64
67911696 416
67912008 120
67912112 1064
67912128 344
67912240 1256
67912472 96
67912568 592
67913160 1096
67913176 360
67913496 1384
67913536 416
67913952 104
67914256 72
67914328 968
67914880 1176
67915296 832
67916056 1464
67916128 128
67916232 2088
67916256 64
67916320 328
67916648 128
67916776 184
67916960 24
67917520 1440
67918320 1640
67918960 568
67920992 73728
67921136 1224
67921424 280
67921704 32
67921736 392
67922128 48
67922176 32
67926168 124608
67994720 73728
68020688 11192
68020696 6176
68026872 6104
68031880 10912
68032976 200
68033176 6200
68039376 296
68039672 304
68042792 408
68043200 11320
68050776 1232
68052008 125632
68054520 584
68055104 576
68055664 8
68068448 768
68069216 73728
68142944 768
68143712 768
68144480 8
68153776 248
68153784 16
68153792 16
68153800 16
68153808 16
68153816 16
68153824 16
68153832 16
68153840 16
68153848 16
68153856 16
68153864 16
68153872 16
68153880 16
68153888 16
68153896 16
68153904 16
68153912 16
68153920 16
68153928 16
68153936 16
68153944 16
68153952 16
68153960 16
68153968 16
68153976 16
68153984 16
68153992 16
68154000 16
68154008 16
68154016 16
68154024 80
68154032 16
68154040 16
68154048 16
68154056 16
68154064 16
68154072 16
68154080 16
68154088 16
68154096 16
68154104 248
68154112 16
68154120 16
68154128 16
68154136 16
68154144 16
68154152 16
68154160 16
68154168 16
68154176 16
68154184 16
68154192 16
68154200 8
68154208 16
68154216 16
68154224 16
68154232 8
68154240 16
68154248 16
68154256 16
68154264 16
68154272 16
68154280 16
68154288 16
68154296 16
68154304 16
68154312 16
68154320 16
68154328 8
68154336 16
68154344 24
68154352 248
68154368 16
68154376 16
68154392 16
68154408 16
68154424 8
68154432 8
68154440 8
68154448 8
68154456 8
68154464 16
68154480 16
68154496 16
68154512 24
68154536 8
68154544 24
68154568 8
68154576 24
68154600 80
68154616 8
68154624 8
68154632 8
68154640 16
68154680 208
68154736 56
68154888 144
68155032 248
68155280 208
68155488 72
68155560 208
68155768 208
68155800 8
68155808 8
68155816 16
68155832 16
68155848 8
68155880 16
68155896 8
68155904 16
68155920 16
68155936 16
68155952 8
68155960 8
68155968 8
68155976 72
68155984 8
68156048 200
68156208 16
68156216 16
68156224 16
68156232 16
68156240 16
68156248 64
68156256 16
68156264 16
68156272 16
68156280 8
68156288 16
68156296 24
68156304 16
68156312 200
68156320 16
68156328 16
68156336 16
68156344 16
68156352 16
68156360 16
68156368 16
68156376 8
68156384 16
68156392 8
68156400 16
68156408 8
68156416 16
68156432 16
68156448 16
68156464 16
68156480 16
68156488 8
68156496 16
68156512 64
68156520 8
68156528 16
68156544 8
68156552 16
68156568 16
68156576 128
68156584 16
68156592 16
68156600 16
68156616 16
68156632 8
68156640 8
68156648 16
68156704 64
68160688 160
68160744 56
68160800 56
68160848 64
68160856 56
68160912 160
68160968 56
68161024 56
68161072 160
68161080 56
68161136 56
68161192 56
68161232 64
68161248 56
68161296 128
68161304 56
68161360 56
68161416 56
68161424 96
68161472 56
68161520 160
68161528 56
68161584 56
68161640 56
68161680 128
68161696 56
68161752 56
68161808 64
68161864 56
68161872 128
68161920 56
68161976 56
68162000 128
68162032 56
68162088 56
68162128 64
68162144 56
68162192 128
68162200 56
68162256 56
68162312 56
68162320 64
68162368 56
68162384 128
68162424 56
68162480 56
68162512 64
68162536 56
68162576 96
68162592 56
68162648 56
68162672 64
68162704 56
68162760 56
68162816 56
68162872 56
68164032 1432
68164248 16
68164752 16
68164768 16
68164784 16
68164800 16
68164816 16
68164832 16
68164848 16
68164864 16
68164880 16
68165120 56
68165128 8
68165136 8
68165144 8
68165152 8
68165160 8
68165168 8
68165296 8
68165304 8
68165312 8
68165320 8
68165328 8
68166160 150080
68177640 1088
68178728 1488
68180216 16
68180240 126136
68238992 72952
68306376 121528
68311944 42296
68316240 149048
68354240 81784
68427904 1560
68429464 124136
68436024 39864
68465288 35896
68475888 40552
68501184 150928
68516440 18488
68534944 72832
68553600 1208
68554808 1448
68556256 8
68556272 126136
68607776 72952
68652112 36632
68680728 42296
68682408 121528
68688744 39344
68723024 81784
68728088 5704
68733808 145096
68803936 1560
68804808 39864
68805496 124136
68844672 40552
68878904 141112
68885224 18488
68929632 1208
68930840 1448
68932288 8
69020016 31528
69051544 155232
69206776 34840
69241616 37248
69278864 4104
70075552 3744
70075904 168
70078448 2944
70079296 3664
70081392 1160
70081424 16
70081432 144
70081440 16
70081456 16
70081472 16
70081488 16
70081504 16
70081512 8
70081520 16
70081536 16
70081544 8
70081552 16
70081568 16
70081576 72
70081584 16
70081592 80
70081600 16
70081608 8
70081616 16
70081624 8
70081632 16
70081640 16
70081648 168
70081656 16
70081664 16
70081672 168
70081680 16
70081688 24
70081696 16
70081712 16
70081720 24
70081728 16
70081744 16
70081752 24
70081760 8
70081768 16
70081776 16
70081784 16
70081792 8
70081800 16
70081808 8
70081816 112
70081832 16
70081840 160
70081848 8
70081856 8
70081864 8
70081872 8
70081880 8
70081888 8
70081896 8
70081904 8
70081912 8
70081920 8
70081928 32
70081936 8
70081944 8
70081952 8
70081960 104
70081968 8
70081976 8
70081984 8
70081992 8
70082000 48
70082008 8
70082016 8
70082024 8
70082032 8
70082040 8
70082048 80
70082056 8
70082064 40
70082072 8
70082080 16
70082096 24
70082104 176
70082120 8
70082128 56
70082152 8
70082160 24
70082184 168
70082200 8
70082208 8
70082216 8
70082224 16
70082280 144
70082352 152
70082424 32
70082456 144
70082504 32
70082536 120
70082552 3168
70082600 104
70082656 112
70082704 16
70082720 48
70082768 24
70082784 32
70082792 56
70082816 8
70082824 88
70082848 16
70082864 48
70082912 24
70082936 16
70082952 8
70082960 552
70083512 3792
70084136 8088
70085720 1120
70086840 1592
70086848 56
70086904 56
70086960 56
70087016 56
70087072 56
70087128 56
70087184 56
70087224 144
70087240 56
70087296 56
70087304 560
70087352 56
70087368 72
70087408 56
70087440 168
70087464 56
70087520 56
70087576 56
70087608 112
70087632 56
70087688 56
70087720 32
70087744 56
70087752 104
70087800 56
70087856 56
70087864 624
70087896 176
70087912 56
70087968 56
70088024 56
70088072 144
70088080 56
70088216 32
70088248 144
70088392 104
70088400 1168
70088432 472
70088488 64
70088496 16
70088512 48
70088560 3744
70088584 56
70088640 16
70088656 48
70088704 24
70088912 528
70089440 336
70089568 1256
70089776 568
70090344 904
70090824 1384
70091248 88
70091336 384
70091720 88
70091808 520
70092208 1176
70092224 1296
70092304 3664
70092312 160
70092320 16
70092328 872
70092336 16
70092352 16
70092368 16
70092384 16
70092400 16
70092416 16
70092432 16
70092448 16
70092464 16
70092472 80
70092480 16
70092496 16
70092512 16
70092528 16
70092544 16
70092552 168
70092560 16
70092576 16
70092592 16
70092608 16
70092624 16
70092640 16
70092656 16
70092672 16
70092688 16
70092704 16
70092720 160
70092736 16
70092752 16
70092768 16
70092784 16
70092800 16
70092816 16
70092832 16
70092848 16
70092864 16
70092880 48
70092896 16
70092912 16
70092928 80
70093008 56
70093056 56
70093064 168
70093200 56
70093232 152
70093256 896
70093384 1464
70093416 120
70093520 8256
70093536 112
70093648 16
70093664 32
70093696 8
70093704 88
70093792 24
70093816 16
70093824 144
70093832 8
70093864 144
70093968 72
70094008 72
70094040 168
70094080 168
70094152 840
70094208 112
70094248 112
70094320 32
70094352 104
70094360 32
70094392 104
70094456 40
70094496 176
70094536 176
70094672 144
70094712 144
70094816 32
70094848 1440
70094856 32
70094888 144
70094992 160
70095032 104
70095096 16
70095112 48
70095136 16
70095152 64
70095160 24
70095184 56
70095200 24
70095216 336
70095224 56
70095240 16
70095256 48
70095280 16
70095296 48
70095304 24
70095344 24
70095552 136
70095688 112
70095800 24
70095840 16
70095856 16
70095872 16
70095888 16
70095904 16
70095920 16
70095936 16
70095952 16
70095968 552
70095984 16
70096000 16
70096016 16
70096032 16
70096048 16
70096064 16
70096080 16
70096096 16
70096112 16
70096128 16
70096144 16
70096160 16
70096288 568
70096448 56
70096520 3792
70096704 8
70096712 8
70096720 8
70096728 8
70096736 8
70096744 8
70096752 8
70096760 8
70096768 8
70096776 8
70096784 8
70096792 8
70096800 8
70096808 8
70096816 8
70096824 8
70096832 8
70096840 8
70100312 560
70100872 624
70101496 64
70101776 1328
70103104 1432
70104536 168
70115360 16
70115376 16
70115392 16
70115408 16
70115424 16
70115440 16
70115456 16
70115600 16
70115728 56
70115736 8
70115744 8
70115752 8
70115760 8
70115768 8
70115776 8
70115792 56
70115848 56
70115904 56
70115960 56
70116016 56
70116072 56
70116128 56
70116400 16
70117136 16
70117144 0
